ec_id	go_id
1.2.1.84	GO:0102965
1.2.1.88	GO:0003842
1.2.1.89	GO:0043796
1.2.1.9	GO:0008886
1.2.2.1	GO:0047898
1.2.3.1	GO:0004031
1.2.3.13	GO:0018490
1.2.3.14	GO:0010293
1.2.3.3	GO:0047112
1.2.3.4	GO:0050162
1.2.3.5	GO:0047969
1.2.3.6	GO:0050244
1.2.3.7	GO:0050302
1.2.3.8	GO:0004732
1.2.3.9	GO:0018488,GO:0102794,GO:0102795,GO:0102796
1.2.4.1	GO:0004739
1.2.4.2	GO:0004591
1.2.4.4	GO:0003863
1.2.5.1	GO:0052737
1.2.5.2	GO:0047113
1.2.5.3	GO:0008805
1.2.7.1	GO:0019164
1.2.7.12	GO:0018493
1.2.7.3	GO:0047553
1.2.7.4	GO:0018492,GO:0043885
1.2.7.5	GO:0033726
1.2.7.6	GO:0043797
1.2.7.7	GO:0043807
1.2.7.8	GO:0043805
1.2.98.1	GO:0047895
1.2.99.6	GO:0047770
1.2.99.7	GO:0033727
1.2.99.8	GO:0043795
1.20.1.1	GO:0050609
1.20.4.1	GO:0008794
1.20.4.2	GO:0050610
1.20.9.1	GO:0050611
1.20.99.1	GO:0050612
1.21.1.1	GO:0140616
1.21.1.2	GO:0018516
1.21.3.1	GO:0016216
1.21.3.10	GO:0061686
1.21.3.2	GO:0050455
1.21.3.3	GO:0050468
1.21.3.4	GO:0047064
1.21.3.5	GO:0047065
1.21.3.6	GO:0102706,GO:0102791
1.21.3.7	GO:0102778
1.21.3.8	GO:0102779
1.21.4.1	GO:0050002
1.21.4.2	GO:0030699
1.21.4.3	GO:0033794
1.21.4.4	GO:0033795
1.21.99.1	GO:0050448
1.21.99.3	GO:0033798
1.21.99.4	GO:0004800
1.21.99.5	GO:0050629
1.23.5.1	GO:0046422
1.3.1.1	GO:0004159
1.3.1.10	GO:0004319
1.3.1.103	GO:0102523
1.3.1.105	GO:0102978
1.3.1.11	GO:0047788
1.3.1.12	GO:0008977
1.3.1.13	GO:0004665
1.3.1.14	GO:0004589
1.3.1.15	GO:0050158
1.3.1.16	GO:0047703
1.3.1.17	GO:0047567
1.3.1.18	GO:0047114
1.3.1.19	GO:0018504
1.3.1.2	GO:0017113
1.3.1.20	GO:0047115
1.3.1.21	GO:0047598
1.3.1.22	GO:0047751
1.3.1.24	GO:0004074,GO:0106276,GO:0106277
1.3.1.25	GO:0047116
1.3.1.27	GO:0047543
1.3.1.28	GO:0008667
1.3.1.29	GO:0018505
1.3.1.3	GO:0047787
1.3.1.30	GO:0047751
1.3.1.31	GO:0047540
1.3.1.32	GO:0018506
1.3.1.33	GO:0016630
1.3.1.34	GO:0008670
1.3.1.36	GO:0047920
1.3.1.37	GO:0047774
1.3.1.38	GO:0019166
1.3.1.39	GO:0047117
1.3.1.40	GO:0047118
1.3.1.41	GO:0050399
1.3.1.42	GO:0016629
1.3.1.43	GO:0047794
1.3.1.44	GO:0050343
1.3.1.45	GO:0047526
1.3.1.46	GO:0047706
1.3.1.47	GO:0047659
1.3.1.48	GO:0036132,GO:0047522
1.3.1.49	GO:0018507
1.3.1.5	GO:0047791
1.3.1.51	GO:0047525
1.3.1.53	GO:0047120
1.3.1.54	GO:0016994
1.3.1.56	GO:0018509
1.3.1.57	GO:0018510
1.3.1.58	GO:0018511
1.3.1.6	GO:0016156
1.3.1.60	GO:0018513
1.3.1.62	GO:0018515
1.3.1.64	GO:0018517
1.3.1.65	GO:0018518
1.3.1.66	GO:0018519
1.3.1.67	GO:0018520
1.3.1.68	GO:0018521
1.3.1.69	GO:0050472
1.3.1.7	GO:0050092
1.3.1.70	GO:0050613
1.3.1.71	GO:0000246
1.3.1.72	GO:0050614
1.3.1.73	GO:0050615
1.3.1.74	GO:0032440
1.3.1.75	GO:0033728
1.3.1.76	GO:0043115
1.3.1.77	GO:0033729
1.3.1.78	GO:0033730
1.3.1.79	GO:0033731
1.3.1.8	GO:0047616
1.3.1.81	GO:0052579,GO:0052580
1.3.1.82	GO:0052581
1.3.1.83	GO:0102067
1.3.1.84	GO:0043957
1.3.1.88	GO:0102262,GO:0102263
1.3.1.89	GO:0102265
1.3.1.9	GO:0004318
1.3.1.90	GO:0102266,GO:0102267
1.3.1.91	GO:0102264
1.3.1.93	GO:0102758
1.3.1.94	GO:0102389
1.3.1.95	GO:0043958
1.3.1.98	GO:0008762
1.3.1.n3	GO:0052849
1.3.2.3	GO:0016633
1.3.3.10	GO:0050621
1.3.3.11	GO:0033732
1.3.3.12	GO:0050024
1.3.3.3	GO:0004109
1.3.3.4	GO:0004729
1.3.3.5	GO:0047705
1.3.3.6	GO:0003997
1.3.3.7	GO:0047857
1.3.3.8	GO:0050328
1.3.5.1	GO:0008177,GO:0102040
1.3.5.2	GO:0106430
1.3.5.6	GO:0016719,GO:0052886,GO:0052887
1.3.7.1	GO:0047595
1.3.7.2	GO:0050617
1.3.7.3	GO:0050618
1.3.7.4	GO:0050619
1.3.7.5	GO:0050620
1.3.7.8	GO:0018522
1.3.8.1	GO:0004085,GO:0016937
1.3.8.2	GO:0102223,GO:0140868
1.3.8.3	GO:0033734
1.3.8.4	GO:0008470
1.3.8.5	GO:0003853,GO:0102035
1.3.8.6	GO:0004361
1.3.8.7	GO:0070991
1.3.8.8	GO:0004466
1.3.8.9	GO:0017099
1.3.98.1	GO:1990663
1.3.98.3	GO:0051989
1.3.99.14	GO:0047797
1.3.99.16	GO:0047121
1.3.99.17	GO:0018523
1.3.99.18	GO:0047122
1.3.99.19	GO:0047123
1.3.99.23	GO:0051786
1.3.99.25	GO:0018494
1.3.99.4	GO:0047571
1.3.99.5	GO:0003865
1.3.99.6	GO:0047568
1.3.99.8	GO:0047542
1.4.1.1	GO:0000286
1.4.1.10	GO:0047960
1.4.1.11	GO:0047124
1.4.1.12	GO:0047530
1.4.1.13	GO:0004355
1.4.1.14	GO:0016040
1.4.1.15	GO:0050069
1.4.1.16	GO:0047850
1.4.1.17	GO:0050132
1.4.1.18	GO:0050303
1.4.1.19	GO:0050363
1.4.1.2	GO:0004352
1.4.1.20	GO:0050175
1.4.1.21	GO:0033735
1.4.1.23	GO:0043837
1.4.1.24	GO:0102042
1.4.1.3	GO:0004353
1.4.1.4	GO:0004354
1.4.1.5	GO:0050018
1.4.1.7	GO:0050282
1.4.1.8	GO:0050391
1.4.1.9	GO:0050049
1.4.2.1	GO:0047959
1.4.3.1	GO:0008445
1.4.3.10	GO:0050232
1.4.3.11	GO:0050025
1.4.3.12	GO:0018527
1.4.3.13	GO:0004720
1.4.3.14	GO:0050029
1.4.3.15	GO:0047819
1.4.3.16	GO:0008734,GO:0044318
1.4.3.19	GO:0043799
1.4.3.2	GO:0001716
1.4.3.20	GO:0033736
1.4.3.21	GO:0008131,GO:0052593,GO:0052594,GO:0052595,GO:0052596
1.4.3.22	GO:0052597,GO:0052598,GO:0052599,GO:0052600
1.4.3.3	GO:0003884
1.4.3.4	GO:0097621
1.4.3.5	GO:0004733
1.4.3.7	GO:0047821
1.4.3.8	GO:0047883
1.4.4.2	GO:0004375
1.4.7.1	GO:0016041
1.4.9.1	GO:0052876
1.4.9.2	GO:0030059
1.4.99.2	GO:0050323
1.4.99.5	GO:0050622
1.5.1.1	GO:0050241
1.5.1.10	GO:0004755
1.5.1.11	GO:0047830
1.5.1.15	GO:0004487
1.5.1.16	GO:0047827
1.5.1.17	GO:0047636
1.5.1.18	GO:0047877
1.5.1.19	GO:0047829
1.5.1.2	GO:0004735
1.5.1.20	GO:0004489
1.5.1.21	GO:0047125
1.5.1.22	GO:0050305
1.5.1.23	GO:0050325
1.5.1.24	GO:0047126
1.5.1.25	GO:0047127
1.5.1.26	GO:0047697
1.5.1.27	GO:0047128
1.5.1.28	GO:0047129
1.5.1.3	GO:0004146
1.5.1.30	GO:0042602
1.5.1.31	GO:0050623
1.5.1.32	GO:0050624
1.5.1.33	GO:0047040
1.5.1.34	GO:0004155
1.5.1.36	GO:0036382
1.5.1.38	GO:0052873
1.5.1.39	GO:0008752
1.5.1.40	GO:0052808,GO:0102261
1.5.1.41	GO:0052875
1.5.1.42	GO:0052874
1.5.1.5	GO:0004486,GO:0004488
1.5.1.6	GO:0016155
1.5.1.7	GO:0004754
1.5.1.8	GO:0047130
1.5.1.9	GO:0047131
1.5.3.1	GO:0008115
1.5.3.10	GO:0047866
1.5.3.12	GO:0047132
1.5.3.13	GO:0052899,GO:0052901,GO:0052902,GO:0052903,GO:0052904
1.5.3.14	GO:0052893,GO:0052896,GO:0052900
1.5.3.15	GO:0052897
1.5.3.16	GO:0052894,GO:0052895,GO:0052901
1.5.3.17	GO:0052901,GO:0052902,GO:0052903,GO:0052904
1.5.3.19	GO:0102317
1.5.3.2	GO:0050131
1.5.3.4	GO:0050134
1.5.3.5	GO:0018531
1.5.3.6	GO:0018530,GO:0019116
1.5.3.7	GO:0050031
1.5.4.1	GO:0004734
1.5.5.1	GO:0004174
1.5.5.2	GO:0004657
1.5.7.1	GO:0033738
1.5.8.1	GO:0047133
1.5.8.2	GO:0050470
1.5.8.3	GO:0008480
1.5.8.4	GO:0047865
1.5.98.1	GO:0030268
1.5.98.2	GO:0018537
1.5.98.3	GO:0043738
1.5.99.12	GO:0019139
1.5.99.14	GO:0034909
1.5.99.15	GO:0044684
1.5.99.3	GO:0050030
1.5.99.4	GO:0018535
1.5.99.5	GO:0050099
1.5.99.6	GO:0050289
1.6.1.1	GO:0003957,GO:0008746
1.6.1.2	GO:0008750
1.6.2.2	GO:0004128
1.6.2.4	GO:0003958
1.6.2.5	GO:0015047
1.6.2.6	GO:0015043
1.6.3.1	GO:0016174
1.6.5.10	GO:0008753
1.6.5.11	GO:0050136
1.6.5.2	GO:0003955
1.6.5.4	GO:0016656
1.6.5.5	GO:0003960
1.6.5.6	GO:0018541
1.6.5.7	GO:0050625
1.6.99.1	GO:0003959,GO:0018548
1.7.1.1	GO:0009703
1.7.1.10	GO:0050460
1.7.1.11	GO:0047136
1.7.1.12	GO:0047137
1.7.1.13	GO:0033739
1.7.1.14	GO:0102199
1.7.1.16	GO:0018546
1.7.1.2	GO:0050463
1.7.1.3	GO:0050464
1.7.1.4	GO:0008942
1.7.1.5	GO:0047999
1.7.1.6	GO:0050446
1.7.1.7	GO:0003920
1.7.1.9	GO:0050465
1.7.2.1	GO:0050421
1.7.2.2	GO:0042279
1.7.2.3	GO:0009033,GO:0050626
1.7.2.4	GO:0050304
1.7.2.5	GO:0016966
1.7.2.8	GO:0033740
1.7.3.1	GO:0050141,GO:0052664
1.7.3.2	GO:0047608
1.7.3.3	GO:0004846
1.7.3.5	GO:0047557
1.7.3.6	GO:0047991
1.7.7.1	GO:0048307
1.7.7.2	GO:0047889
1.7.99.1	GO:0050418
1.7.99.4	GO:0008940
1.8.1.10	GO:0050452
1.8.1.11	GO:0050445
1.8.1.12	GO:0015042
1.8.1.13	GO:0047135
1.8.1.14	GO:0050451
1.8.1.15	GO:0050627
1.8.1.18	GO:0043914
1.8.1.2	GO:0004783
1.8.1.4	GO:0004148
1.8.1.5	GO:0050628
1.8.1.6	GO:0050456
1.8.1.7	GO:0004362
1.8.1.8	GO:0047134
1.8.1.9	GO:0004791
1.8.2.1	GO:0050310
1.8.2.2	GO:0050338
1.8.2.3	GO:0070225
1.8.3.1	GO:0008482
1.8.3.2	GO:0016972
1.8.3.3	GO:0047950
1.8.3.4	GO:0018549
1.8.3.5	GO:0001735
1.8.3.6	GO:0102149
1.8.3.7	GO:0120147
1.8.4.1	GO:0047139
1.8.4.10	GO:0043866
1.8.4.11	GO:0008113
1.8.4.12	GO:0033743
1.8.4.13	GO:0033744
1.8.4.14	GO:0033745
1.8.4.2	GO:0019153
1.8.4.3	GO:0047140
1.8.4.4	GO:0047141
1.8.4.7	GO:0047142
1.8.4.8	GO:0004604
1.8.4.9	GO:0033741
1.8.5.1	GO:0045174
1.8.5.2	GO:0043831
1.8.5.4	GO:0070224
1.8.5.8	GO:0106436
1.8.7.1	GO:0050311
1.8.7.2	GO:0103012
1.8.98.1	GO:0051912
1.8.98.2	GO:0032542
1.8.99.2	GO:0009973
1.8.99.5	GO:0018551
1.9.6.1	GO:0050140
1.9.98.1	GO:0047726
1.97.1.1	GO:0047143
1.97.1.2	GO:0018706
1.97.1.4	GO:0043365
1.97.1.9	GO:0033797
2.1.1.1	GO:0008112
2.1.1.10	GO:0008898,GO:0061627
2.1.1.100	GO:0004671
2.1.1.101	GO:0030769
2.1.1.102	GO:0030770
2.1.1.103	GO:0000234,GO:0052667
2.1.1.104	GO:0042409
2.1.1.105	GO:0030771
2.1.1.106	GO:0030772
2.1.1.107	GO:0004851
2.1.1.108	GO:0030773
2.1.1.109	GO:0047145
2.1.1.11	GO:0046406
2.1.1.110	GO:0047146
2.1.1.111	GO:0030774
2.1.1.112	GO:0030775
2.1.1.113	GO:0015667
2.1.1.114	GO:0004395,GO:0010420
2.1.1.115	GO:0030776
2.1.1.116	GO:0030784
2.1.1.117	GO:0030777
2.1.1.118	GO:0030778
2.1.1.119	GO:0030779
2.1.1.12	GO:0030732
2.1.1.120	GO:0030780
2.1.1.121	GO:0030781
2.1.1.122	GO:0030782
2.1.1.123	GO:0030783
2.1.1.127	GO:0030785
2.1.1.128	GO:0030786
2.1.1.129	GO:0030787
2.1.1.13	GO:0008705
2.1.1.130	GO:0030788
2.1.1.131	GO:0030789
2.1.1.132	GO:0046025
2.1.1.133	GO:0046026
2.1.1.136	GO:0030790
2.1.1.137	GO:0030791
2.1.1.139	GO:0030793
2.1.1.14	GO:0003871
2.1.1.140	GO:0030794
2.1.1.141	GO:0030795
2.1.1.142	GO:0030796
2.1.1.143	GO:0030797
2.1.1.144	GO:0030798
2.1.1.145	GO:0046547
2.1.1.146	GO:0050630,GO:0102719
2.1.1.147	GO:0050631
2.1.1.148	GO:0050797
2.1.1.15	GO:0030733
2.1.1.150	GO:0033800
2.1.1.151	GO:0043781
2.1.1.152	GO:0043819
2.1.1.153	GO:0033801
2.1.1.154	GO:0033802
2.1.1.155	GO:0033803
2.1.1.156	GO:0052730
2.1.1.157	GO:0052729,GO:0052730
2.1.1.16	GO:0004481
2.1.1.160	GO:0102740,GO:0102741
2.1.1.161	GO:0052729
2.1.1.162	GO:0052729,GO:0052730
2.1.1.163	GO:0043770,GO:0102027,GO:0102094,GO:0102955
2.1.1.164	GO:0102082
2.1.1.17	GO:0004608
2.1.1.171	GO:0052913
2.1.1.172	GO:0052914
2.1.1.173	GO:0052915
2.1.1.174	GO:0052916
2.1.1.18	GO:0030734
2.1.1.181	GO:0052907
2.1.1.182	GO:0052908
2.1.1.183	GO:0052909
2.1.1.184	GO:0052910
2.1.1.187	GO:0052911
2.1.1.188	GO:0052912
2.1.1.19	GO:0047147
2.1.1.192	GO:0002935,GO:0070040
2.1.1.197	GO:0102130
2.1.1.2	GO:0030731
2.1.1.20	GO:0017174
2.1.1.201	GO:0043333
2.1.1.202	GO:0016428
2.1.1.205	GO:0106339,GO:0106340
2.1.1.206	GO:0106059
2.1.1.207	GO:0141098,GO:0141102
2.1.1.21	GO:0047148
2.1.1.210	GO:0043803
2.1.1.211	GO:0141101
2.1.1.212	GO:0102670
2.1.1.213	GO:0160101
2.1.1.214	GO:0160102
2.1.1.215	GO:0160103
2.1.1.216	GO:0160104
2.1.1.217	GO:0160105
2.1.1.218	GO:0160106
2.1.1.219	GO:0043827
2.1.1.22	GO:0030735
2.1.1.220	GO:0160107
2.1.1.221	GO:0052905
2.1.1.228	GO:0052906
2.1.1.229	GO:0106335
2.1.1.230	GO:0030743
2.1.1.231	GO:0102767
2.1.1.232	GO:0102766
2.1.1.238	GO:0102302
2.1.1.240	GO:0102303
2.1.1.241	GO:0102718
2.1.1.244	GO:0071885
2.1.1.246	GO:1990088
2.1.1.247	GO:0043833
2.1.1.248	GO:0043852
2.1.1.249	GO:0043791
2.1.1.25	GO:0030736
2.1.1.250	GO:0043834
2.1.1.251	GO:0044683
2.1.1.254	GO:0102307,GO:0102308
2.1.1.256	GO:0160117
2.1.1.258	GO:0102036
2.1.1.26	GO:0030737
2.1.1.266	GO:0036307
2.1.1.267	GO:0033799,GO:0070448
2.1.1.27	GO:0030738
2.1.1.270	GO:0102671
2.1.1.275	GO:0102117
2.1.1.276	GO:0102118
2.1.1.278	GO:0103007
2.1.1.28	GO:0004603
2.1.1.280	GO:0016205
2.1.1.284	GO:0102526
2.1.1.287	GO:0106142
2.1.1.291	GO:0102917,GO:0102918
2.1.1.295	GO:0102550
2.1.1.297	GO:0102559
2.1.1.3	GO:0047149
2.1.1.319	GO:0035242
2.1.1.320	GO:0035243
2.1.1.321	GO:0035241
2.1.1.322	GO:0019702
2.1.1.33	GO:0008176
2.1.1.34	GO:0141100
2.1.1.345	GO:0140381
2.1.1.35	GO:0030697
2.1.1.354	GO:0140999
2.1.1.355	GO:0140949
2.1.1.356	GO:0046976,GO:0140951
2.1.1.357	GO:0140954
2.1.1.359	GO:0140955
2.1.1.360	GO:0140956
2.1.1.361	GO:0140944
2.1.1.362	GO:0140941
2.1.1.364	GO:0140945
2.1.1.366	GO:0140947
2.1.1.367	GO:0140948
2.1.1.368	GO:0140942
2.1.1.369	GO:0140953
2.1.1.37	GO:0003886
2.1.1.370	GO:0140946
2.1.1.371	GO:0140952
2.1.1.372	GO:0140943
2.1.1.379	GO:0035244
2.1.1.38	GO:0030739
2.1.1.386	GO:0090486
2.1.1.39	GO:0030740
2.1.1.4	GO:0017096
2.1.1.40	GO:0030741
2.1.1.41	GO:0003838
2.1.1.42	GO:0030744,GO:0102822
2.1.1.44	GO:0030745
2.1.1.45	GO:0004799
2.1.1.46	GO:0030746
2.1.1.47	GO:0030747
2.1.1.49	GO:0030748,GO:0102707
2.1.1.5	GO:0047150
2.1.1.50	GO:0030749
2.1.1.53	GO:0030750
2.1.1.54	GO:0050003
2.1.1.55	GO:0016430
2.1.1.56	GO:0004482
2.1.1.57	GO:0004483
2.1.1.59	GO:0000277
2.1.1.6	GO:0016206,GO:0102084,GO:0102938
2.1.1.60	GO:0018025
2.1.1.61	GO:0004808
2.1.1.62	GO:0016422
2.1.1.63	GO:0003908
2.1.1.64	GO:0061542
2.1.1.65	GO:0030751
2.1.1.67	GO:0008119
2.1.1.68	GO:0047763
2.1.1.69	GO:0030752
2.1.1.7	GO:0008938
2.1.1.70	GO:0030753
2.1.1.71	GO:0000773,GO:0080101
2.1.1.72	GO:0009007
2.1.1.74	GO:0047151
2.1.1.75	GO:0030754
2.1.1.76	GO:0030755
2.1.1.77	GO:0004719
2.1.1.78	GO:0030756
2.1.1.79	GO:0008825
2.1.1.8	GO:0046539
2.1.1.80	GO:0008983
2.1.1.82	GO:0030757
2.1.1.83	GO:0030758
2.1.1.84	GO:0030759
2.1.1.85	GO:0018064
2.1.1.86	GO:0030269
2.1.1.87	GO:0030760
2.1.1.88	GO:0030761
2.1.1.89	GO:0030762
2.1.1.9	GO:0018708
2.1.1.90	GO:0047152
2.1.1.91	GO:0030763
2.1.1.94	GO:0030766
2.1.1.95	GO:0050342
2.1.1.96	GO:0004790
2.1.1.97	GO:0030767
2.1.1.98	GO:0004164
2.1.1.99	GO:0030768
2.1.2.1	GO:0004372
2.1.2.10	GO:0004047
2.1.2.11	GO:0003864
2.1.2.13	GO:0099619
2.1.2.2	GO:0004644
2.1.2.3	GO:0004643
2.1.2.4	GO:0030408
2.1.2.5	GO:0030409
2.1.2.7	GO:0050413
2.1.2.8	GO:0047153
2.1.2.9	GO:0004479
2.1.3.1	GO:0047154
2.1.3.2	GO:0004070
2.1.3.3	GO:0004585
2.1.3.5	GO:0050205
2.1.3.6	GO:0050231
2.1.3.7	GO:0047155
2.1.3.8	GO:0050068
2.1.3.9	GO:0043857
2.1.4.1	GO:0015068
2.1.4.2	GO:0015069
2.10.1.1	GO:0061599
2.2.1.1	GO:0004802
2.2.1.2	GO:0004801
2.2.1.3	GO:0047896
2.2.1.4	GO:0047156
2.2.1.5	GO:0050439
2.2.1.6	GO:0003984
2.2.1.7	GO:0008661
2.2.1.8	GO:0033806
2.2.1.9	GO:0070204
2.3.1.1	GO:0004042,GO:0103045
2.3.1.10	GO:0047986
2.3.1.100	GO:0047157
2.3.1.101	GO:0030270
2.3.1.102	GO:0050133
2.3.1.103	GO:0047158
2.3.1.105	GO:0047160
2.3.1.106	GO:0047161
2.3.1.107	GO:0047162
2.3.1.108	GO:0019799
2.3.1.109	GO:0008791
2.3.1.11	GO:0050336
2.3.1.110	GO:0050366
2.3.1.111	GO:0050111
2.3.1.112	GO:0047836
2.3.1.113	GO:0047673
2.3.1.114	GO:0047163
2.3.1.115	GO:0047164
2.3.1.116	GO:0047165
2.3.1.117	GO:0008666
2.3.1.118	GO:0046990
2.3.1.12	GO:0004742
2.3.1.121	GO:0047166
2.3.1.122	GO:0050348
2.3.1.123	GO:0047872
2.3.1.125	GO:0047167
2.3.1.126	GO:0047168
2.3.1.127	GO:0050156
2.3.1.129	GO:0008780
2.3.1.13	GO:0047961
2.3.1.130	GO:0047169
2.3.1.131	GO:0047170
2.3.1.132	GO:0047171
2.3.1.133	GO:0047172
2.3.1.134	GO:0047909
2.3.1.135	GO:0047173,GO:0102279
2.3.1.136	GO:0050208
2.3.1.137	GO:0008458
2.3.1.138	GO:0047174
2.3.1.139	GO:0004173
2.3.1.14	GO:0047947
2.3.1.140	GO:0050266
2.3.1.141	GO:0047175
2.3.1.142	GO:0047965
2.3.1.143	GO:0047176
2.3.1.144	GO:0047672
2.3.1.145	GO:0050199
2.3.1.146	GO:0050198
2.3.1.147	GO:0047177
2.3.1.148	GO:0047178
2.3.1.149	GO:0047179
2.3.1.15	GO:0004366,GO:0102420
2.3.1.150	GO:0047180
2.3.1.151	GO:0047181
2.3.1.152	GO:0047182
2.3.1.153	GO:0047183,GO:0102777,GO:0102815
2.3.1.155	GO:0050633
2.3.1.156	GO:0050634
2.3.1.157	GO:0019134
2.3.1.158	GO:0046027
2.3.1.159	GO:0050635
2.3.1.16	GO:0003988
2.3.1.160	GO:0050636
2.3.1.161	GO:0050637
2.3.1.162	GO:0050638
2.3.1.163	GO:0050639
2.3.1.164	GO:0050640,GO:0102920
2.3.1.165	GO:0050641
2.3.1.166	GO:0050642
2.3.1.167	GO:0050643
2.3.1.168	GO:0043754
2.3.1.169	GO:0043884
2.3.1.17	GO:0017188
2.3.1.170	GO:0033808
2.3.1.171	GO:0033809,GO:0102588
2.3.1.172	GO:0033810
2.3.1.173	GO:0033811
2.3.1.174	GO:0033812
2.3.1.175	GO:0033813
2.3.1.176	GO:0033814,GO:0050632
2.3.1.177	GO:0033815
2.3.1.178	GO:0033816
2.3.1.179	GO:0004315
2.3.1.18	GO:0008870
2.3.1.180	GO:0033818
2.3.1.181	GO:0016415,GO:0033819
2.3.1.183	GO:0102971
2.3.1.184	GO:0061579
2.3.1.188	GO:0102406
2.3.1.189	GO:0035447
2.3.1.19	GO:0050182
2.3.1.191	GO:0103118
2.3.1.192	GO:0102080
2.3.1.195	GO:0102165
2.3.1.198	GO:0090447
2.3.1.199	GO:0009922
2.3.1.2	GO:0047716
2.3.1.20	GO:0004144
2.3.1.21	GO:0004095
2.3.1.211	GO:0102452
2.3.1.214	GO:0102801
2.3.1.215	GO:0102453
2.3.1.217	GO:0102106
2.3.1.219	GO:0102103,GO:0102105
2.3.1.22	GO:0003846
2.3.1.220	GO:0102735
2.3.1.221	GO:0102973
2.3.1.224	GO:0102387,GO:0102720
2.3.1.225	GO:0019706
2.3.1.23	GO:0047184
2.3.1.234	GO:0061711
2.3.1.24	GO:0050291
2.3.1.25	GO:0047159,GO:0050200
2.3.1.255	GO:0004596
2.3.1.26	GO:0034736
2.3.1.267	GO:0008999
2.3.1.27	GO:0047784
2.3.1.274	GO:0043811
2.3.1.28	GO:0008811
2.3.1.286	GO:0033558
2.3.1.29	GO:0008890
2.3.1.3	GO:0047932
2.3.1.30	GO:0009001,GO:0016412
2.3.1.31	GO:0004414
2.3.1.311	GO:0106261
2.3.1.32	GO:0004468
2.3.1.33	GO:0047981
2.3.1.34	GO:0047835
2.3.1.35	GO:0004358
2.3.1.36	GO:0047812
2.3.1.37	GO:0003870
2.3.1.38	GO:0004313
2.3.1.39	GO:0004314,GO:0016419
2.3.1.4	GO:0004343
2.3.1.40	GO:0008779
2.3.1.41	GO:0004315
2.3.1.42	GO:0016287
2.3.1.43	GO:0004607
2.3.1.44	GO:0047185
2.3.1.45	GO:0047186
2.3.1.46	GO:0008899
2.3.1.47	GO:0008710
2.3.1.48	GO:0004402
2.3.1.49	GO:0047187
2.3.1.5	GO:0004060
2.3.1.50	GO:0004758
2.3.1.51	GO:0003841
2.3.1.52	GO:0047144
2.3.1.53	GO:0050176
2.3.1.54	GO:0008861
2.3.1.56	GO:0047188
2.3.1.57	GO:0004145
2.3.1.58	GO:0047189
2.3.1.59	GO:0047921
2.3.1.6	GO:0004102
2.3.1.60	GO:0046353
2.3.1.61	GO:0004149
2.3.1.62	GO:0047190
2.3.1.63	GO:0047191
2.3.1.64	GO:0047634
2.3.1.65	GO:0047963
2.3.1.66	GO:0050050
2.3.1.67	GO:0047192
2.3.1.68	GO:0047946
2.3.1.69	GO:0050107
2.3.1.7	GO:0004092
2.3.1.71	GO:0047962
2.3.1.72	GO:0047194
2.3.1.73	GO:0047195
2.3.1.74	GO:0016210,GO:0102128
2.3.1.75	GO:0047196,GO:0102966
2.3.1.76	GO:0050252
2.3.1.77	GO:0047197
2.3.1.78	GO:0015019
2.3.1.79	GO:0008925
2.3.1.8	GO:0008959
2.3.1.80	GO:0047198
2.3.1.81	GO:0046353
2.3.1.82	GO:0047663
2.3.1.83	GO:0047199
2.3.1.84	GO:0004026
2.3.1.85	GO:0004312
2.3.1.86	GO:0004321
2.3.1.87	GO:0004059
2.3.1.89	GO:0047200
2.3.1.9	GO:0003985
2.3.1.90	GO:0047201
2.3.1.91	GO:0047202
2.3.1.92	GO:0016754
2.3.1.93	GO:0047203
2.3.1.94	GO:0047879
2.3.1.95	GO:0050350
2.3.1.97	GO:0004379
2.3.1.98	GO:0047204
2.3.1.99	GO:0047205
2.3.2.1	GO:0047823
2.3.2.10	GO:0047206
2.3.2.11	GO:0047637
2.3.2.12	GO:0000048
2.3.2.13	GO:0003810
2.3.2.14	GO:0047811
2.3.2.15	GO:0016756
2.3.2.2	GO:0103068
2.3.2.23	GO:0061631
2.3.2.3	GO:0050071
2.3.2.30	GO:0043810
2.3.2.32	GO:0061663
2.3.2.34	GO:0061654
2.3.2.5	GO:0016603
2.3.2.6	GO:0008914
2.3.2.8	GO:0004057
2.3.3.1	GO:0004108
2.3.3.10	GO:0004421
2.3.3.11	GO:0019142
2.3.3.12	GO:0050442
2.3.3.13	GO:0003852
2.3.3.14	GO:0004410
2.3.3.15	GO:0050487
2.3.3.16	GO:0036440
2.3.3.17	GO:0010177
2.3.3.2	GO:0050457
2.3.3.21	GO:0043714
2.3.3.3	GO:0050450
2.3.3.4	GO:0050458
2.3.3.5	GO:0050440
2.3.3.6	GO:0050438
2.3.3.7	GO:0050441
2.3.3.8	GO:0003878
2.3.3.9	GO:0004474
2.4.1.1	GO:0004645,GO:0102250,GO:0102499
2.4.1.10	GO:0050053
2.4.1.100	GO:0047207
2.4.1.101	GO:0003827
2.4.1.102	GO:0003829
2.4.1.103	GO:0047644
2.4.1.104	GO:0047208
2.4.1.105	GO:0050395
2.4.1.106	GO:0050010
2.4.1.109	GO:0004169
2.4.1.11	GO:0004373
2.4.1.110	GO:0016438
2.4.1.111	GO:0047209
2.4.1.113	GO:0047211
2.4.1.114	GO:0047212
2.4.1.115	GO:0047213
2.4.1.116	GO:0047214
2.4.1.117	GO:0004581
2.4.1.118	GO:0047807
2.4.1.12	GO:0016760
