reaction_id	kegg_orthologs	kegg_ec
R06776	K12709	
R10713	K14028,K14029	1.1.2.7
R04751	K00232,K00248,K00249,K00255,K06445,K09478	1.3.3.6,1.3.8.1,1.3.8.5,1.3.8.7,1.3.8.8,1.3.99.-
R07564	K09836,K23037	1.14.99.63
R03704		2.1.1.74
R04093	K11868	4.8.1.3
R11199		2.3.1.248
R12070		1.14.14.74
R10027	K13401,K14984	1.14.14.38,1.14.14.39
R02058	K00621	2.3.1.4
R06547	K12338	2.4.1.298
R12107		1.3.1.114
R03109		2.3.1.25
R11568	K20260	
R00791	K00367	1.7.7.2
R12357		1.14.13.246
R01350	K01059	3.1.1.34
R09261		
R07349		1.3.1.74
R06972		3.5.4.-
R05870	K12699	
R09877		3.6.1.58
R12472		2.4.1.370
R08119	K01860	5.5.1.7
R03251		1.3.1.18
R04346		2.4.2.20
R01544	K22345	4.3.1.9
R06459	K16000,K16001,K16002,K16003	2.3.1.240
R07007		
R11426		1.3.1.112
R11288	K20588	5.1.3.-
R05714		1.8.1.10
R08347	K00274	1.4.3.4
R12036	K22709	2.4.1.53
R01678	K01190,K01229,K12111,K12112,K12309	3.2.1.23,3.2.1.108
R12539		1.14.14.22,1.14.99.46
R02672	K01576	4.1.1.7
R02936	K00073	1.1.1.154
R07608		1.8.4.14
R02257	K00048	1.1.1.77
R04794		3.3.2.-
R12478		3.5.1.133
R11277	K20576	1.1.1.-
R00518		2.7.2.6
R10566		
R01262	K00681,K18592	2.3.2.2
R06788	K05713	1.13.11.16
R00853		2.4.1.137
R09484		1.2.1.80
R12616		2.7.1.231
R01185	K01092,K10047,K18649	3.1.3.25
R04230	K01922	6.3.2.51
R11584		2.3.1.156
R12501	K23947	1.14.11.-
R04310	K00037	1.1.1.50
R03226		1.1.1.147
R09273		
R08475		
R12530		2.7.1.230
R08727	K07430	1.14.14.29
R01305	K05913	1.13.11.41
R09752		2.7.7.78
R03397	K15856	1.1.1.187,1.1.1.281
R07663		1.14.13.-
R02268	K01832	5.3.99.5
R05228		
R07817		3.1.6.18
R00854		2.4.1.96
R10045		1.14.13.161
R00669	K01438,K14677	3.5.1.14,3.5.1.16
R00606	K08685,K15228,K15229	1.4.9.1
R08670	K12154	1.14.14.42
R07034	K05361	1.11.1.12
R05874		
R00061		1.21.3.5
R11710	K21312	1.17.98.2
R03630	K18068,K18069	1.14.12.7
R09978	K06920	6.3.4.20
R00340		4.2.1.81
R04571	K20656	1.14.19.77
R08544	K18125	1.1.1.48,1.1.1.121,1.1.1.359
R05268		
R03668		2.3.1.11
R12842		2.1.1.-
R03201		
R12688		2.6.1.7
R02874	K00511	1.14.14.17
R03535		1.2.5.2
R05193		
R09556	K15513	4.1.2.44
R08476		
R06500		
R06959		
R08713		2.3.1.186
R00538		1.2.1.3,1.2.1.5
R11014	K20246	1.21.3.10
R11981	K21291	1.14.14.69
R02376	K01699,K13919,K13920	4.2.1.28
R04482	K01826	5.3.3.10
R04217	K00840	2.6.1.81
R05129		
R07800	K14601	1.3.-.-
R11055	K21069	1.14.14.31
R03862	K00685,K21419	2.3.2.8
R11711	K00491	1.14.14.47
R05774	K06034,K13039,K24393	4.1.1.79
R10880	K05375,K19102,K19103	
R12845	K25491	2.3.1.-
R06830		1.1.1.276,1.1.1.387
R06101		3.2.1.26
R04883	K00129	1.2.1.5
R04163	K00070	1.1.1.145,5.3.3.1
R09389	K14733	1.14.13.107
R07561	K02294,K15746,K23037	1.14.13.-,1.14.15.24
R04125	K00605	2.1.2.10
R03458	K00082,K11752	1.1.1.193
R10250	K17057,K17058	2.1.1.146
R06779		
R05949	K00780,K03368	2.4.3.2
R07224		1.21.3.6
R09993	K00877,K03707,K20896,K22911	3.5.99.2,3.5.99.-
R05504		1.97.1.-
R11819	K23121	4.2.1.172
R04608		3.1.1.59
R11511	K13603	4.2.1.169
R05472		
R07128		1.13.12.13
R00282	K00354	1.6.99.1
R06812	K22794	2.4.1.239
R00213		4.3.1.13
R05030	K07009,K23393	6.3.5.13
R07535	K09846	2.1.1.210
R08856	K02851	2.7.8.33
R09114		
R06161		4.2.1.179
R09573	K15805	1.14.14.149
R07756		
R00474	K01616	2.2.1.5
R09462	K17991	1.11.2.3
R11634	K21636	1.1.98.6
R05860		
R12749		3.1.4.61
R12566	K18383	4.1.2.61
R11400	K17547	2.7.1.183
R10380	K18396	2.5.1.-
R00268	K00031	1.1.1.42
R01432	K01805	5.3.1.5
R04786	K02293	1.3.5.5
R03200	K01853	5.4.99.8
R02427	K14274	3.1.1.110
R12528		2.4.1.373
R01113		1.8.4.4
R12638		2.5.1.92,2.5.1.142
R01878	K01489	3.5.4.5
R05822		1.1.3.28
R03361	K00888,K13711,K19801	2.7.1.67
R12108		1.3.1.114
R09598		6.3.5.11
R04867	K06101,K09186,K09187,K09188,K09189,K11419,K11420,K11421,K11422,K11423,K11424,K11425,K11426,K11427,K11430,K11432,K14959,K15588,K17451,K18494,K18804,K18826,K20796,K22748,K23700,K24407	2.1.1.59,2.1.1.60,2.1.1.354,2.1.1.355,2.1.1.356,2.1.1.359,2.1.1.360,2.1.1.366,2.1.1.372
R05291	K05549,K05550,K05784	1.14.12.-
R02366	K11155,K11156	2.3.1.76
R04216	K07151	2.4.99.18
R07953	K07513,K08764	2.3.1.16,2.3.1.176
R09128	K14028,K14029	1.1.2.7
R02101	K00560,K13998	2.1.1.45
R03401	K05894	1.3.1.42
R09611		2.1.1.175
R12589	K01529	3.6.1.73
R06719	K15963	2.1.1.-
R04175		
R05217	K02229	1.14.13.83
R10101	K20155	1.5.3.21
R12629		1.3.1.124
R03643	K00355,K03809,K19267	1.6.5.2
R05071	K00053	1.1.1.86,5.4.99.3
R08351	K01833	3.5.1.-
R08342	K17689	1.14.14.-
R05924	K05287,K05310	2.7.-.-
R00650	K00547	2.1.1.10
R11254	K20442	
R11920	K22467	4.2.3.195
R10497		2.1.1.286,2.1.1.287
R11565	K15872	4.2.1.106
R02242		2.3.1.52
R10840		2.5.1.119
R01713		2.6.1.31
R07221		1.17.3.3
R09873	K20681	2.3.1.197
R09452	K15401,K20495	1.14.14.80
R07826		1.14.13.-
R00055		1.1.3.28
R11916	K01618	4.1.1.107
R08487		
R10498		2.1.1.282
R06675	K15942	2.1.1.-
R06906	K15572	4.2.1.-
R07401		
R12801		3.4.14.14
R08954	K12343,K12344,K12345	1.3.1.22
R10703	K18369,K18370,K18382	1.1.1.-
R02514		1.14.13.18
R07779	K03391	1.14.13.50
R05596	K01721,K20807	4.2.1.84
R05858		
R09755	K07969	2.4.1.275
R07550		
R08127	K01195	3.2.1.31
R09378	K06982	2.7.1.169
R09906		5.4.99.46
R00710	K00128,K00149,K14085	1.2.1.3,1.2.1.5
R08281	K00001,K00121,K13951,K13952,K13953,K13980	1.1.1.1
R03302	K00129	1.2.1.5
R08779	K05363	2.3.2.10
R03563		3.1.1.10
R00621	K00164,K01616	1.2.4.2
R01557	K05343	5.4.99.16
R02527	K00049,K12972	1.1.1.78,1.1.1.79
R02504		3.6.1.2
R12051	K22800	1.14.13.-
R00284		1.7.99.1
R07849	K25074	1.3.99.40
R05757	K20082	2.1.1.139
R00208		3.1.3.60
R08618	K14287,K21346	2.6.1.88
R12554	K15894	5.1.3.-
R12768	K01639	4.1.3.3
R03550	K04099,K04100,K04101	1.13.11.8,1.13.11.57
R06142		3.2.1.22
R12047	K22771	2.4.1.-
R00086	K01509,K01510,K06928,K14641,K14642	3.6.1.5,3.6.1.8,3.6.1.15,3.6.1.-
R10373	K18393	1.14.13.-
R01580		2.6.1.54
R06599		
R11045	K13326	2.1.1.-
R01959	K01432,K07130,K14263	3.5.1.9
R11230	K21203	2.1.1.323
R02722	K01694,K01695,K01696,K06001	4.2.1.20
R02517	K10438	1.14.13.63
R00666		1.5.1.24
R13008		5.3.1.37
R03264	K15890	1.1.1.216
R07366		1.14.20.4
R11989	K22638	1.14.14.61
R05798		2.8.2.23,2.8.2.29,2.8.2.30
R07511	K00514	1.3.5.6
R06089	K00718	2.4.1.69
R09898		4.2.3.98
R08745	K00659	2.3.1.65
R07705	K14582	1.3.1.29
R01940	K15791	1.2.4.2
R04496	K00587	2.1.1.100
R01121	K01597	4.1.1.33
R06167	K00709	2.4.1.40
R05608	K01708,K20023	4.2.1.42
R02555	K00041	1.1.1.58
R02326	K00940,K18533	2.7.4.6
R11251	K20440	3.1.3.-
R00814		1.3.1.20
R08922		1.14.14.142
R07267	K05356	2.5.1.84,2.5.1.85
R05150	K05895	1.3.1.54
R09817	K17875	1.14.14.152
R05800	K00915	2.7.1.151
R07731	K13264	2.3.1.115
R10612	K14451,K19282	3.1.2.30
R06009		2.4.3.8
R06388		1.14.13.105
R07392	K08964,K16054	4.2.1.109
R00124	K00940,K18533	2.7.4.6
R09701	K15817	4.2.1.125
R13031	K26037	1.14.-.-
R02737	K00697,K16055	2.4.1.15
R09192	K21301	1.3.98.4
R05233	K00001,K00121,K04072,K13953,K13954	1.1.1.1
R04785		3.1.1.17
R08904	K13557	5.1.3.-
R11181		3.5.2.20
R11895	K00940	2.7.4.6
R12027		1.14.19.57
R07026	K00799,K04097,K13299,K23790	2.5.1.18
R12400		1.1.1.270
R02157	K05279	2.1.1.76
R11050	K19890	1.5.3.6
R03595	K01008	2.7.9.3
R05817	K05371	1.3.7.5
R12804		6.2.1.61
R09581	K12153	1.14.14.40
R00845		1.1.1.177
R12919		2.1.1.137
R05868		
R06615	K13081	1.17.1.3
R11641	K16265	1.14.14.41
R08541	K14184,K15808	4.2.3.57
R11217	K05931,K11434,K11435,K11436,K11437,K11439	2.1.1.319
R12578	K11188,K24136,K24137,K24138	1.11.1.27
R05707	K05368,K05901	1.5.1.30,1.5.1.41
R02128		
R03695		
R09681		4.2.3.31
R04306	K13029	1.14.14.37
R00801	K01182,K01187,K01193,K01203,K12047,K12316,K12317	3.2.1.10,3.2.1.20,3.2.1.26,3.2.1.48
R06217		5.4.99.11
R08709	K15858	1.1.1.-
R06218		5.4.99.16
R09258	K05551,K05552,K05553	2.3.1.-
R02411	K06617	2.4.1.82
R08765		4.1.99.3
R10010	K16180	5.4.99.58
R00778	K06035	4.2.1.69
R02027	K01114,K16619,K18694	3.1.4.3,3.1.4.-
R03819	K00846	2.7.1.3
R09735	K03750,K15376	2.10.1.1
R09903	K16082	4.2.3.103
R10303	K12582	2.4.1.325
R09493	K00285	1.4.5.1
R10768	K20579	6.1.2.2
R11130	K20035	1.3.99.41
R02825	K10793,K10794,K21672	1.4.1.12,1.21.4.1
R01577	K01818	5.3.1.3
R09609		4.2.3.53
R08365	K02082	3.5.99.-
R10515		1.14.14.14
R06353		1.14.13.-
R06058		2.4.1.31
R00505	K01854	5.4.99.9
R10753		
R02777	K00067,K23987	1.1.1.133
R12370		1.14.18.10
R02453		2.3.1.144
R11504		1.6.3.5
R05848		
R05543		
R09496	K17851	1.5.99.13
R11551	K20986	3.6.1.68
R10741	K18565	1.14.20.-
R05403	K15241	1.21.4.5
R11741		1.14.99.57
R12463		1.14.99.66
R12718	K25035	5.3.3.23
R10284		4.2.3.142
R02460		
R08068		
R06152		3.2.1.22
R04733		2.7.7.59
R03772	K18338	3.1.1.65
R11388	K21223	2.1.1.-
R10801		1.3.1.107
R07102		
R11274	K20575	
R02994		1.1.1.241
R04922	K00994,K13644	2.7.8.2
R08889		1.13.11.67
R05044		
R12158	K20331	2.1.1.349
R11031	K19744	1.4.1.25
R05804	K08074	2.7.1.147
R01294	K20199	1.2.1.7,1.2.1.96
R05669	K12629	3.-.-.-
R04314		2.1.1.63
R08948		2.5.1.67
R09323	K14459	3.2.1.52
R02276		3.5.1.63
R09346	K15930	
R06407		1.2.1.-
R00557	K13240,K13241,K13242,K13427	1.14.13.39
R07934	K00232	1.3.3.6
R04686		5.2.1.-
R11548	K21420	2.3.2.29
R08597	K19858	5.1.3.-
R13111		1.14.11.81
R10716	K00561,K02528,K14191	2.1.1.182,2.1.1.183,2.1.1.184
R11521	K14255	2.1.1.335
R03474		2.7.7.89
R00058		1.10.3.1,1.14.18.1
R10644	K08298	2.8.3.21
R05591	K01501	3.5.5.1
R12825	K25315	2.7.7.-
R07367		1.14.20.5
R10868	K08106	2.8.2.33
R08297		
R08968	K07102	2.7.1.162,2.7.1.-
R01130	K00088	1.1.1.205
R08653	K11818	1.14.-.-
R03362	K00914,K00923,K02649	2.7.1.137,2.7.1.154
R03304	K00545	2.1.1.6
R09382	K00974,K07558	2.7.7.72
R02558	K01188,K05349,K05350,K13032	3.2.1.21,3.2.1.118
R08601		3.1.1.53
R00497	K01920,K21456	6.3.2.3
R11666	K21793	
R09519		1.14.99.39
R00926	K01895,K01908	6.2.1.1,6.2.1.17
R02515		1.14.13.63
R05778		1.13.11.46
R10696	K07539	3.7.1.21
R01615	K09753	1.2.1.44
R10590	K18001,K18002	2.3.1.230
R07739	K13266	1.23.1.-
R06196		
R11387	K21222	1.14.-.-
R03105	K01011	2.8.1.2
R04631		2.4.1.62
R08828		1.10.3.-
R05299	K03381	1.13.11.1
R05569	K05394	3.8.1.8
R06458	K16000,K16001,K16002	2.3.1.239
R12403	K07750	1.14.18.9
R01777	K00641,K00651	2.3.1.46
R06598		
R11094		3.5.4.41
R07802	K14604	3.7.1.-
R08444		
R04123		1.16.1.2
R07177	K05908,K16936,K16937	1.8.5.2
R05681	K00097	1.1.1.262
R07942	K00106	1.17.3.2
R05590	K01426	3.5.1.4
R08368	K03783,K03784	2.4.2.1
R04782		1.18.6.1
R00947	K01085,K20866	3.1.3.10
R13125		2.4.1.392
R03722	K22089	1.3.3.8
R11449	K18221	1.14.13.231
R10812	K14590,K18776	2.1.1.296
R09305	K05555	4.-.-.-
R09098	K04480,K14080,K14081	2.1.1.90,2.1.1.246
R03130	K00543,K13066,K22588	2.1.1.4
R06919		1.14.12.-
R09086	K00918,K08074	2.7.1.147
R08265		1.14.14.1
R10488	K19724	5.1.1.19
R05390	K01856	5.5.1.1
R07326		1.1.1.71
R11248		
R12199	K12976	3.1.1.-
R12964		1.1.1.428
R11495		1.17.3.4
R04908	K00274	1.4.3.4
R06121		2.4.3.1
R05053	K00824	2.6.1.21
R05320	K03119	1.14.11.17
R11354	K00274	1.4.3.4
R08943	K07430	1.14.14.29
R11313	K20895,K20896	3.5.1.-
R10206	K00299,K04091	1.14.14.5,1.14.14.34
R11296	K20595	
R07762	K00647,K09458,K10203,K10245,K10246,K11533	2.3.1.41,2.3.1.179,2.3.1.199,2.3.1.-
R07379	K01047,K01058,K14621,K14674,K16342,K16343,K16817	3.1.1.4
R04564		2.4.3.8
R02147	K03783,K03784,K05810,K09913,K26211,K26212	2.4.2.1,2.4.2.15
R02193	K09753	1.2.1.44
R04480	K13512,K13515,K13517,K13519	2.3.1.23
R05244	K23528	1.6.5.6
R03621		2.3.1.2
R07137	K16844	1.1.1.338
R07613	K10206	2.6.1.83
R02273	K01506	3.5.1.30
R11084	K15646	6.2.1.46
R00930	K03416	2.1.3.1
R04401		2.7.11.5
R12154	K22995	1.14.19.74
R08634	K01703,K21359	4.2.1.170
R09823	K21539	2.1.1.237
R05314	K05783	1.3.1.68
R09711	K15820	5.4.99.36
R11285	K20585	2.6.1.-
R11719	K22101	4.1.2.60
R01393		4.1.1.40
R05705	K00484,K05368,K13562,K14631,K19286,K20146,K22393,K22394,K23462,K23470	1.5.1.36,1.5.1.39,1.5.1.41,1.5.1.42,1.5.1.-
R08385	K07249	1.2.1.36
R06846	K05887	1.1.1.282
R06980	K19699	1.2.1.73
R01541	K00874,K18126	2.7.1.45,2.7.1.178
R12509		1.14.11.70
R11810	K22365	1.14.14.50
R00318	K19670	3.11.1.2
R05850	K03077	5.1.3.4
R00785	K00368,K15864	1.7.2.1
R12792		2.7.1.233
R05694		
R09966		4.2.3.110
R01942	K00588	2.1.1.104
R10911		1.2.5.2
R03060		3.1.3.6
R01663	K01493	3.5.4.12
R10652	K14441	2.8.4.4
R11654		1.3.99.38
R04254	K03821,K22881	2.3.1.304
R03246		1.13.11.35
R00988	K01432,K07130,K14263	3.5.1.9
R07336	K00747,K03419,K13499,K13500	2.4.1.226
R06042	K06611	2.4.1.67
R03859		2.3.3.4
R10412	K15891	1.1.1.354
R02587		3.1.3.68
R07210	K00299,K04091	1.14.14.5
R12791		2.3.1.304
R03585		1.1.1.185
R07107	K07415	1.14.14.-
R12550		1.14.14.139
R11325	K00425,K00426	7.1.1.7
R06948	K14594	5.3.99.9
R00768	K00820	2.6.1.16
R11498		
R06201		3.2.1.15,3.2.1.67
R11853		4.2.3.188
R08079		
R01936	K05824,K10978,K17753	1.1.1.87,1.1.1.286
R06529	K02225,K02227	6.3.1.10
R08538	K21550	2.1.1.69
R00626		3.1.3.1,3.1.3.2
R09806		1.1.1.317
R10182	K18431	2.7.7.82
R02926	K01189,K07406,K07407	3.2.1.22
R12171	K10226	1.14.19.3
R00794	K10534	1.7.1.1,1.7.1.2
R03720	K00659	2.3.1.65
R09791	K22440	2.1.1.232
R10881	K19104	2.5.1.38
R09553		1.1.99.37
R02658	K11441	2.7.1.13
R09689	K15811	5.4.99.32
R04223		4.1.1.-
R03968	K01702,K01703,K01704,K21359	4.2.1.33
R02899		2.3.1.131
R12344	K23371	2.7.1.225
R04517		1.1.1.232
R12162	K11779,K11780	4.3.1.32
R01759	K00011,K26066	1.1.1.21,1.1.1.-
R00537		2.8.2.15
R07016		
R01001	K01758,K17217	4.4.1.1
R10472		2.1.1.283
R10882	K19106	1.14.13.-
R01400		
R03555	K13400	1.14.19.62
R03912		1.14.17.3
R11179	K20171,K20172	1.5.99.-
R05567		1.14.15.-
R11751	K22090	1.4.1.-
R03709		1.3.1.11
R00442		2.7.7.6,2.7.7.48
R04617	K01798,K01929,K15792	6.3.2.10
R11684		
R06237		2.7.1.207
R00429	K00951,K01139,K07816	2.7.6.5
R03918	K00083,K22395	1.1.1.195
R10817	K18910	5.1.3.30,5.1.3.31
R07152	K00594	1.1.3.41
R02235	K00287,K13998,K18589,K18590,K18591,K19643,K19644	1.5.1.3
R10960	K05551,K05552,K05553,K15886	2.3.1.235
R09937		1.14.99.46
R08762		1.10.3.4
R03682		
R05439	K14599,K14600,K22715,K22716	1.14.12.-
R02948	K01575	4.1.1.5
R06975	K06863	6.3.4.23
R05570	K02773,K02774,K02775	2.7.1.200
R03878		
R05952	K00725	2.4.1.92
R11401		1.17.8.1
R03014	K00848	2.7.1.5
R04515		4.1.1.-
R08361		
R02492	K15877	1.7.1.14
R09426	K00699	2.4.1.17
R02984	K01784	5.1.3.2
R05759	K08241	2.1.1.141
R06451	K15993	2.4.1.317
R04727		3.5.1.76
R10594		2.4.1.310
R12202	K03760	2.7.8.43
R11660		1.14.99.53
R10791	K20980	1.14.14.124
R01588	K00317	1.5.8.1
R03238	K00850,K16370	2.7.1.11
R09671	K10210	1.14.99.44
R04467	K00841	2.6.1.-
R00143	K05601,K15864	1.7.1.10,1.7.99.1
R13062		
R09549	K15800	1.14.14.95
R07864	K00454	1.13.11.12
R03267		2.4.1.91
R13153	K26485	2.4.2.-
R04189	K01484	3.5.3.23
R02152		2.3.1.-
R04272		3.6.1.44
R10433		2.4.1.304
R10298	K17194	2.4.1.299
R05819	K05370	1.3.7.3
R06185		2.4.1.1
R06261	K03846	2.4.1.261
R00585	K00830,K13290	2.6.1.51
R09449	K10258	1.3.1.93
R00485	K01424,K05597,K13051	3.5.1.1,3.5.1.38,3.5.5.4
R04142		1.2.4.-
R00652		2.6.1.73
R10110		1.13.11.64
R09375	K14654	1.1.1.302
R09475		6.2.1.35
R07196		1.14.14.135
R03255		3.2.1.85
R03042		3.6.1.11
R11583	K15631	2.8.1.9
R12872	K22708	2.4.1.355
R01924		3.1.1.28
R01986	K00128,K00149,K14085	1.2.1.3
R03337	K13574,K18606,K23109	1.1.1.110,1.1.1.237
R08529		3.1.7.3
R07723	K13258	4.2.1.105
R12141	K00224	1.3.1.-
R00874		1.1.99.28
R02770		5.1.3.9
R01517		2.7.2.10
R10035	K01188,K05349,K05350	3.2.1.21
R09221	K01860	5.5.1.7
R07099	K07408,K07409,K07415	1.14.14.1,1.14.14.-
R03260	K01739	2.5.1.48
R08213	K10977	
R11737		1.14.14.45
R07363	K08967	1.13.11.53
R03611	K07419	1.14.14.24
R10544		6.1.2.2
R04825	K00037	1.1.1.50
R08663	K13401	1.14.14.38
R06834	K01860	5.5.1.7
R05657		2.1.1.-
R05227	K02230,K09882,K09883	6.6.1.2
R08464		
R01969	K03783,K03784	2.4.2.1,2.4.2.4
R06998	K15467	2.1.1.315
R04907	K00274	1.4.3.4
R02387		2.3.1.5
R02758		2.7.1.94
R09699		4.2.1.121
R09137	K00217	1.3.1.32
R06770	K12711	2.4.1.302
R06318		
R06059		2.4.1.9
R02588		3.2.1.112
R03121		2.6.1.60
R07486	K00227	1.14.19.20
R07356		1.14.14.135
R06289		1.8.1.15
R08668	K11820	2.4.1.195
R02437	K01813,K01820	5.3.1.14
R10410		
R08912	K13074,K19628	1.14.19.69
R11070		4.1.1.102
R02022	K00524,K00527	1.17.4.2
R11948		1.14.11.58
R11603	K21587	2.5.1.138
R05619	K04117	1.3.-.-
R07168	K00297,K24042,K25009	1.5.1.20,1.5.1.54
R08097		2.8.3.-
R01246	K19742,K19743	1.5.1.1,1.5.1.49
R12269		4.2.3.200
R05918	K05283	2.3.-.-
R01354	K01895,K01908	6.2.1.1,6.2.1.17
R09614	K15799	4.2.3.69
R09926		1.1.1.324
R12353	K23446	6.3.2.58
R03352		3.1.2.4
R13056	K26070	1.1.1.-
R08641	K01703,K21359	4.2.1.170
R05157		1.14.12.16
R05214	K13383	2.1.1.128
R08355	K01833	6.3.1.9
R02801		
R09998	K14082,K16176,K16177	2.1.1.247,2.1.1.248
R12035		1.7.1.17
R13157	K26489	2.4.1.-
R07781	K00217	1.3.1.32
R06131		4.3.1.17,4.3.1.18,4.3.1.19,4.3.1.20
R00846	K00105	1.1.3.21
R02548	K15095	1.1.1.208
R07359		1.6.5.2,1.6.5.10
R02171		3.2.2.10
R08755	K10960	1.3.1.-
R05895		
R06399		1.1.1.297
R04902	K13083	1.14.14.81
R01196	K00169,K00170,K00171,K00172,K00174,K00175,K00189,K03737	1.2.7.1,1.2.7.11
R05427	K14578,K14579,K14580,K14581	1.14.12.12
R07960		1.13.12.-
R05325		2.4.1.210
R08179	K01068	3.1.2.2
R10181	K11816	1.14.13.168
R07815	K10532	2.3.1.78
R04149		3.1.4.50
R04109	K02492	1.2.1.70
R10190	K19180,K19652	1.1.1.339,1.1.1.344
R01323		2.8.3.10
R12927		4.2.1.178
R05558	K05394	3.8.1.8
R06964		
R07405	K01588	5.4.99.18
R01082	K01675,K01676,K01677,K01678,K01679,K01774	4.2.1.2
R05801	K00915	2.7.1.151
R07868	K10528	
R12164	K17222,K17223	2.8.5.2
R06891		1.1.1.-
R05545		
R08906	K13559	6.2.1.39
R09036	K13510,K13512,K13513,K13514,K13519	2.3.1.-
R09288		1.7.1.-
R07135		1.1.1.255
R03323	K09757	2.3.1.92
R02240	K00901,K07029	2.7.1.107
R03665	K01873	6.1.1.9
R12680		1.17.99.11
R07127	K00880	2.7.1.53
R12828	K25463	1.14.13.-
R00562	K23233	1.5.1.11
R05678		1.1.1.260
R12097	K17224	3.1.6.20
R08372		
R03850		1.3.1.3
R11403		1.14.14.30
R06316		
R01483		3.1.1.19
R09603		1.13.11.84
R09983	K09023	3.5.1.-
R09967	K20516,K20518	4.2.1.133
R02231	K03379	1.14.13.22
R11758		
R13092	K21569,K21570,K26398	1.14.15.1
R04860		1.8.4.3
R03408	K07408,K07409,K07412,K07413,K07414,K07415,K07424,K17689,K17690,K17691	1.14.14.1,1.14.14.-
R10888		
R11936	K22436	2.1.1.345
R05173		4.1.1.76
R02849		2.7.1.1
R04938		3.2.1.-
R04307		1.1.1.226
R02904		
R10800		1.3.1.107
R06381		
R09913	K16207	5.4.99.53
R10834	K21373	2.4.1.323
R01813	K00072	1.1.1.153
R08555	K07106	4.2.1.126
R07355		1.5.1.34
R07044	K07418	1.14.14.1
R00257	K01950	6.3.5.1
R09786	K16967	1.14.13.131
R10728		1.14.14.78
R04334		2.4.1.156
R06967	K08710	3.5.4.42
R08276	K17689	1.14.14.-
R10241	K20519	4.2.3.141
R04362		3.1.4.39
R06198		2.4.1.-
R12613		4.1.2.62
R04446		
R07678	K14190	2.7.7.69
R03624		3.1.1.36
R04399		4.2.1.-
R04863	K00143	1.2.1.95
R08085		1.1.1.183
R13000		2.2.1.15
R05716		1.8.1.15
R03810		3.5.2.13
R10698	K18653	2.6.1.104
R06240	K01728,K01731	4.2.2.2,4.2.2.9
R07515	K19188	3.7.1.19
R02754	K01630	4.1.2.20
R11073	K01633	5.1.99.8
R04171	K00816,K00825,K14264	2.6.1.7
R11223	K12973	2.3.1.251
R01366	K01574	4.1.1.4
R02473	K01918,K13799	6.3.2.1
R10145	K18057	1.14.11.36
R02543		2.3.1.24
R00818	K00480	1.14.13.1
R11956	K22578	2.1.5.1
R01886		3.2.2.19
R00746	K00002,K12957,K13979	1.1.1.2,1.1.1.71
R08866	K12907	
R13121		4.8.1.5
R12543		1.14.16.7
R07050	K07412,K07413,K07418,K07425,K17709,K17718,K17719	1.14.14.1,1.14.14.-
R04915		1.13.11.47
R07532	K09844	4.2.1.131
R07954	K21723	1.14.13.179
R00552	K01478	3.5.3.6
R10650		2.8.4.5
R03103	K14085	1.2.1.31
R01123	K01823	5.3.3.2
R13030	K26005	6.2.1.-
R01443		1.1.99.18
R11817	K07215,K07226	1.14.99.58
R06347		1.14.11.-
R08323		
R00600		2.1.1.33
R05477		
R09156		1.13.12.-,1.14.99.39
R02583		
R06021		2.4.1.-
R11799	K22309	2.1.1.344
R00265		1.2.1.52
R04478	K10220,K16515	4.2.1.83
R10475	K17646	4.2.1.142
R06929		
R07630	K14178	4.2.3.24
R10455	K07561	2.5.1.108
R00267	K00031	1.1.1.42
R08098		5.2.1.-
R04311	K00803	2.5.1.26
R10428		1.1.1.359
R00289	K00963,K12447,K22920	2.7.7.9,2.7.7.64
R11357	K15981	1.14.15.29
R00513	K00876,K21057,K22026	2.7.1.48,2.7.1.213
R06534	K12930	2.4.1.115
R07341		2.7.1.77
R05324		2.4.1.209
R07648	K10187,K15803	4.2.3.75
R09914	K16204	5.4.99.54
R06863		2.2.1.1
R11234	K20433	2.7.1.214
R01507	K10621	1.13.11.14
R11683		
R04999		
R04300	K00274,K00276,K13371,K13372,K25271,K25272	1.4.3.4,1.4.3.21,1.4.3.-,1.4.9.2
R12133		1.17.9.1
R10218		1.1.1.-
R07717		
R05258	K21725	1.14.13.167
R00229	K01905,K22224,K24012	6.2.1.13
R01069	K01635,K08302,K16371	4.1.2.40
R01402	K00772,K05810	2.4.2.28
R04161	K01781	5.1.2.2
R02985	K01188,K05349,K05350,K13031	3.2.1.21,3.2.1.117
R07477		2.5.1.46
R12238	K23078	2.1.1.350
R01292		1.8.4.1
R07317	K13258	4.2.1.105
R06604	K13484,K13485,K16838,K16840	4.1.1.97
R02020	K00524,K00527	1.17.4.2
R12425	K16869	2.3.1.204
R02951		2.4.1.126
R09274		
R00466		1.2.3.5
R03185		
R02906	K17739	1.1.1.252
R08978	K01015	2.8.2.2,2.8.2.14
R00761	K01621	4.1.2.22
R08336		
R05188	K00665	2.3.1.85
R06624	K16427	1.13.11.80
R01012	K05878,K05879,K05881	2.7.1.121
R00486	K13035	3.5.5.4
R04388		2.7.3.7
R02546		5.1.2.5
R06193	K00709	2.4.1.40
R10981		1.1.1.-
R01694		1.1.1.123
R03742		4.2.1.73
R10246	K03150	4.1.99.19
R09585		1.14.14.156
R02021	K00390	1.8.4.8
R09176		
R07619	K09666	2.4.1.-
R06702	K15970	
R12908		1.14.13.248
R01576		4.1.2.23
